ID,Gender,Age,Marital Status,Job,Employment Status,Your Phone Model,Your bank information,How many years you are using internet banking application,How many years you are using mobile banking application,Do you find mobile application user-friendly,Internet banking usage frequency,Mobile banking usage frequency,Credit card debt inquiry,Credit card debt payment,Credit card limit transactions,Create & delete virtual card,Virtual card limit transactions,An additional new card application,Opening a new account,Balance check,Loan transaction,Transfer money to previously transferred account.,Transfer money to new account.,Invoice payment (If it is automatic payment than choose once in a day),Government payments,GSM transactions,Rent payment,Lottery transactions,HGS / OGS transactions,Tax / penalty transactions,SGK transactions,Bill transactions,Salary payment,Investment account transactions,Foreign money exchange transactions,Gold transactions,Investment fund transactions,Stock transactions,Public offering operations,Repo transactions,Bond transactions,Instant stock exchange transactions,Consumer credit usage,My credit accounts,Applying for mortgage ,Applying for car loan,Findeks risk report,New card application,New account opening,Request status,Foreign exchange calculation,Loan calculation,Make an appointment at a bank branch,Donate transactions,View payment schedule,View bank campaigns,Mobile signature use,Communicating with the bank
222,Man,31-35,Single,Engineer,Private sector,LG,Yapi Kredi,5+,4+,No,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Once or several times a year,Once or several times a year,Several times in a month,Several times in a month,Once or several times a year,Once in a month,Never,Once in a month,Once or several times a year,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
223,Man,31-35,Single,Engineer,Private sector,Iphone 5S,Yapi Kredi,0-5,4+,Yes,Once in a day,Once in a day,Several times in a week,Once in a month,Once in a month,Once in a month,Once in a month,Never,I Prefer Internet Banking, Once in a day,Never,I Prefer Internet Banking,I Prefer Internet Banking,Several times in a day,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never
224,Man,25-30,Single,Engineer,Private sector,Iphone  5S,Garanti,0,7+,Yes,Several times in a week,Several times in a week,Several times in a month,Once in a month,Several times in a month,Once or several times a year,Once in a month,Never,Never,Several times in a week,Never,Several times in a month,Once or several times a year,Several times in a day,Never,Once or several times a year,Once in a month,Never,Never,Never,Never,Never,Once in a month,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never
225,Man,20-24,Single,Not working ,Not working ,Samsung AT,Ziraat,0-5,0-3,Yes,Once or several times a year,Several times in a month,Several times in a month,Once in a month,Once or several times a year,Never,Never,Never,Never,Several times in a month,Never,Once or several times a year,Once or several times a year,Once in a month,Once in a month,Never,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Once or several times a year
226,Man,25-30,Single,business intelligence developer,Private sector,Iphone 5S,Garanti,0-5,0-3,Yes,Several times in a day,Several times in a day,Never,Never,Never,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Several times in a week,Never,Several times in a month,Once or several times a year,Several times in a month,Several times in a month,Several times in a month,Never,Once or several times a year,Never,Never,Never,Never,Never,Several times in a month,Once or several times a year,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never
227,0,25-30,Single,Engineer,Private sector,Iphone ,Yapi Kredi,0-5,4+,Yes,Several times in a month,Several times in a week,Once in a month,Once in a month,Several times in a month,Several times in a week,Several times in a week,Once or several times a year,Once or several times a year,Several times in a week,Never,Several times in a month,Several times in a month,Several times in a day,Once in a month,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Never,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Once or several times a year,Never,Never,Several times in a month,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Never,Never,Once or several times a year,Once in a month,Once or several times a year,Never,Once or several times a year
228,Woman,25-30,Married,Information Engineer,Private sector,Iphone ,Finansbank,5+,4+,Yes,Once in a day,Once in a month,Several times in a week,Several times in a month,Once in a month,Once or several times a year,Once or several times a year,Never,Once or several times a year,,Never,Several times in a month,Once or several times a year,Several times in a day,Several times in a month,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Never,Several times in a month,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Once or several times a year,Several times in a month,Several times in a month,Never,Several times in a month
229,Woman,25-30,Married,Information Engineer,Private sector,Iphone ,Vakifbank,5+,4+,Yes,Once in a day,Once in a month,Several times in a week,Several times in a month,Once in a month,Once or several times a year,Once or several times a year,Never,Once or several times a year,,Never,Several times in a month,Once or several times a year,Several times in a day,Several times in a month,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Never,Several times in a month,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Once or several times a year,Several times in a month,Several times in a month,Never,Several times in a month
230,Man,25-30,Married,computer engineer,Private sector,Android,Akbank,0-5,4-6,Yes,Once in a day,Once in a day,Several times in a month,Several times in a month,Once or several times a year,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a week,Never & I prefer to do this in the bank.,Several times in a month,Once or several times a year,Several times in a day,Once or several times a year,Never & I prefer to do this in the bank.,Once in a month,Once or several times a year,Once in a month,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Once in a month,Several times in a week,Once or several times a year,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Never & I prefer to do this in the bank.,Several times in a day,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never
231,Man,25-30,Single,Manager,Private sector,Iphone 6S+,Isbank,0-5,0-3,Yes,Once or several times a year,Several times in a week,Once in a week,Once in a month,Once or several times a year,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,I prefer to do this from the internet banking via computer.,Several times in a week,Never & I prefer to do this in the bank.,Once in a month,Once or several times a year,Several times in a day,Several times in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Once or several times a year,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Bu i?lemi internetten yapmay? tercih ediyorum,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a month,Once in a month,Never & I prefer to do this in the bank.,Once or several times a year,Never
232,Man,20-24,Single,Student,Not working ,Iphone ,Ziraat,0-5,0-3,Yes,Several times in a day,Several times in a day,Several times in a day,Several times in a week,Once in a day,Once in a month,Several times in a month,I prefer to do this from the internet banking via computer.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,I prefer to do this from the internet banking via computer.,Once in a week,Once in a month,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a week,Once in a day,Several times in a month,Several times in a month,Once in a day,Once in a week,Once in a day,Several times in a day,Once in a day,Once in a day,Once in a day,Several times in a week,Once in a week,Several times in a month,I prefer to do this from the internet banking via computer.,Once in a week,Several times in a week,Once in a day,Once in a month,Once or several times a year,Once in a month,I prefer to do this from the internet banking via computer.,Several times in a week,Once in a day,Once or several times a year,Several times in a month,Several times in a month,Once or several times a year,I prefer to do this from the internet banking via computer.,Once or several times a year,Never
233,Man,20-24,Single,Student,Not working ,Iphone 6S,Ziraat,0-5,0-3,Yes,Several times in a week,Several times in a week,Several times in a month,Once in a month,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a week,Once or several times a year,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never
234,Man,20-24,Single,Not working ,Self-employed ,Sony,Ziraat ,0-5,0-3,Yes,Once in a day,Once in a day,Several times in a week,Once in a month,Once in a month,Once in a week,Several times in a day,Never & I prefer to do this in the bank.,Several times in a day,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never
235,Man,20-24,Single,Student,Not working ,Samsung s3,Garanti ,0-5,0-3,Yes,Several times in a month,Several times in a month,Several times in a month,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a month,Once in a month,Once or several times a year,I prefer to do this from the internet banking via computer.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never
236,Woman,20-24,Single,Student,Not working ,Iphone ,Isbank,Never,4-6,Yes,Never,Once in a day,Several times in a week,Several times in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a day,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a month,Several times in a month,Several times in a month,Never & I prefer to do this in the bank.,Several times in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never
237,Man,20-24,Single,Student,Not working ,Iphone ,Isbank,0-5,Never,No,Once or several times a year,Never,I prefer to do this from the internet banking via computer.,I prefer to do this from the internet banking via computer.,I prefer to do this from the internet banking via computer.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,I prefer to do this from the internet banking via computer.,I prefer to do this from the internet banking via computer.,I prefer to do this from the internet banking via computer.,I prefer to do this from the internet banking via computer.,Several times in a day,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a week,I prefer to do this from the internet banking via computer.,I prefer to do this from the internet banking via computer.,I prefer to do this from the internet banking via computer.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,I prefer to do this from the internet banking via computer.,Never & I prefer to do this in the bank.,I prefer to do this from the internet banking via computer.,I prefer to do this from the internet banking via computer.,I prefer to do this from the internet banking via computer.,I prefer to do this from the internet banking via computer.,I prefer to do this from the internet banking via computer.,I prefer to do this from the internet banking via computer.,Never & I prefer to do this in the bank.,I prefer to do this from the internet banking via computer.,Never
238,Man,20-24,Single,Student,Not working ,Iphone 6S,Ziraat,0-5,0-3,Yes,Several times in a week,Several times in a week,Several times in a month,Once in a month,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a week,Once or several times a year,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never
239,Man,20-24,Single,Student,Not working ,Iphone 5,Ziraat,Never,0-3,Yes,Never,Several times in a month,Several times in a month,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a month,Several times in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a month,Several times in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Never
240,Woman,25-30,Married,psychologist,Public institution ,Samsung,Ziraat,0-5,0-3,NO,Several times in a month,Several times in a month,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Several times in a month,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Never
241,Woman,25-30,Married,psychologist,Public institution ,Samsung,Ziraat,0-5,0-3,NO,Several times in a month,Several times in a month,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Several times in a month,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Never
242,Woman,25-30,Single,Engineer,Private sector,Samsung S7,Akbank,0-5,0-3,Yes,Once in a month,Several times in a week,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a week,I prefer to do this from the internet banking via computer.,Several times in a month,Once in a month,Several times in a day,Once or several times a year,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,I prefer to do this from the internet banking via computer.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never
243,Woman,25-30,Single,Biomedical Engineer,Private sector,Samsung S7+,Akbank,5-10,4-6,Yes,Once or several times a year,Several times in a day,Several times in a week,Several times in a month,Once or several times a year,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a week,Never & I prefer to do this in the bank.,Several times in a month,Once or several times a year,Several times in a month,Several times in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Never & I prefer to do this in the bank.,Once or several times a year,Never & I prefer to do this in the bank.,Once or several times a year,Several times in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never
244,Woman,25-30,Single,Biomedical Engineer,Private sector,Samsung S7+,Finansbank,5-10,4-6,Yes,Once or several times a year,Several times in a day,Several times in a week,Several times in a month,Once or several times a year,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a week,Never & I prefer to do this in the bank.,Several times in a month,Once or several times a year,Several times in a month,Several times in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Never & I prefer to do this in the bank.,Once or several times a year,Never & I prefer to do this in the bank.,Once or several times a year,Several times in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never
245,Woman,25-30,Single,Biomedical Engineer,Private sector,Samsung S7+,Isbank,5-10,4-6,Yes,Once or several times a year,Several times in a day,Several times in a week,Several times in a month,Once or several times a year,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Several times in a week,Never & I prefer to do this in the bank.,Several times in a month,Once or several times a year,Several times in a month,Several times in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Once in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once or several times a year,Never & I prefer to do this in the bank.,Once or several times a year,Never & I prefer to do this in the bank.,Once or several times a year,Several times in a month,Never & I prefer to do this in the bank.,Never & I prefer to do this in the bank.,Once in a month,Never
