ID,Gender,Age,Marital Status,Job,Employment Status,Your Phone Model,Your bank information,How many years you are using internet banking application,How many years you are using mobile banking application,Do you find mobile application user-friendly,Internet banking usage frequency,Mobile banking usage frequency,Credit card debt inquiry,Credit card debt payment,Credit card limit transactions,Create & delete virtual card,Virtual card limit transactions,An additional new card application,Opening a new account,Balance check,Loan transaction,Transfer money to previously transferred account.,Transfer money to new account.,Invoice payment (If it is automatic payment than choose once in a day),Government payments,GSM transactions,Rent payment,Lottery transactions,HGS / OGS transactions,Tax / penalty transactions,SGK transactions,Bill transactions,Salary payment,Investment account transactions,Foreign money exchange transactions,Gold transactions,Investment fund transactions,Stock transactions,Public offering operations,Repo transactions,Bond transactions,Instant stock exchange transactions,Consumer credit usage,My credit accounts,Applying for mortgage ,Applying for car loan,Findeks risk report,New card application,New account opening,Request status,Foreign exchange calculation,Loan calculation,Make an appointment at a bank branch,Donate transactions,View payment schedule,View bank campaigns,Mobile signature use,Communicating with the bank
1,Man,36-40,Married,,Private sector,SONY,Garanti,15+,7,Yes,Several times in a day,Several times in a day,Once in a day,Once in a day,Once in a week,Once in a day,Once in a day,I Prefer Internet Banking,I Prefer Internet Banking,Once in a day,I Prefer Internet Banking,Once in a day,Once in a day,Once in a day,Several times in a month,Once in a month,Once in a month,Once in a month,Never,Several times in a month,Never,,Never,Never,Never,Never,Never,Never,Never,Several times in a month,Never,-,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never
2,Woman,31-35,Married,purchasing,Private sector,SAMSUNG A5,Akbank,10+,7,Yes,Several times in a month,Several times in a month,Several times in a month,Once in a month,Once or several times a year,Once or several times a year,Once in a month,Once or several times a year,Once or several times a year,Once in a month,Several times in a month,Once in a month,Once or several times a year,Several times in a month,Once or several times a year,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
3,Woman,20-24,Single,trainer,Private sector,Iphone ,Garanti,0-5,5,No,Several times in a week,Several times in a day,Several times in a month,Several times in a month,I Prefer Internet Banking,Never,Never,Never,Never,Several times in a day,Never,Several times in a day,Several times in a day,Once in a day,Once in a day,Once in a day,Once in a day,Never,Once in a day,Once in a day,Once in a day,Never,Several times in a day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never
4,Woman,20-24,Single,trainer,Private sector,Iphone ,Z?RAAT,0-5,5,No,Several times in a week,Several times in a day,Several times in a month,Several times in a month,I Prefer Internet Banking,Never,Never,Never,Never,Several times in a day,Never,Several times in a day,Several times in a day,Once in a day,Once in a day,Once in a day,Once in a day,Never,Once in a day,Once in a day,Once in a day,Never,Several times in a day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never
5,Woman,20-24,Single,trainer,Private sector,Iphone ,Isbank,0-5,5,No,Several times in a week,Several times in a day,Several times in a month,Several times in a month,I Prefer Internet Banking,Never,Never,Never,Never,Several times in a day,Never,Several times in a day,Several times in a day,Once in a day,Once in a day,Once in a day,Once in a day,Never,Once in a day,Once in a day,Once in a day,Never,Several times in a day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never
6,Man,25-30,Single,,Private sector,SAMSUNG S6,Akbank,0-5,3,Yes,Several times in a month,Once in a week,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Several times in a month,Never,Once in a month,Once or several times a year,Several times in a month,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never
7,Man,25-30,Single,computer engineer,Private sector,LG,Garanti,0-5,3,Yes,Several times in a month,Once in a week,Several times in a month,Several times in a month,Once or several times a year,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Never,I Prefer Internet Banking,Several times in a month,Never,Once in a month
8,,25-30,,computer engineer,Private sector,HTC,Akbank,0-5,3,No,Several times in a day,Several times in a day,Several times in a month,Once in a month,Once in a month,Never,Never,Never,Never,Several times in a week,,Once in a month,I Prefer Internet Banking,Once in a month,Once in a month,Once in a month,Once in a month,,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never,Several times in a month,Several times in a month,Never,Never
9,Man,25-30,Single,Engineer,Private sector,ASUS,Akbank,0-5,3,Yes,Several times in a week,Several times in a week,Several times in a month,Several times in a month,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Several times in a month,Once or several times a year,Several times in a month,Once or several times a year,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
10,Man,25-30,Single,Engineer,Private sector,ASUS,Isbank,0-5,3,Yes,Several times in a month,Several times in a month,Once in a month,Once in a month,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
11,Man,25-30,Single,Engineer,Private sector,ASUS,Ziraat,0-5,3,Yes,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
12,Woman,25-30,Married,computer engineer,Private sector,Nokia,Akbank,0-5,3,No,Several times in a month,Several times in a month,Several times in a month,Once in a month,Once or several times a year,Never,Never,Never,Never,Several times in a month,Once or several times a year,Several times in a month,Once or several times a year,Several times in a day,Once in a month,Once in a month,Once in a month,Once in a month,Never,Never,Never,Never,Once in a month,Once in a month,Once in a month,Once in a month,Never,Never,-,-,-,Once in a month,Once in a month,Once in a month,Once in a month,-,-,-,Never,Never,Never,Never,Never,Once or several times a year,Several times in a month,Once in a month,Never,Once in a month
13,Woman,25-30,Married,computer engineer,Private sector,Galaxy S4,Akbank,10+,6,Yes,Once in a week,Once in a week,Several times in a month,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Once in a week,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Several times in a month,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking
14,Woman,25-30,Married,computer engineer,Private sector,Galaxy S4,Garanti,10+,6,Yes,Once in a week,Once in a week,Several times in a month,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Once in a week,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Several times in a month,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking
15,Woman,25-30,Married,computer engineer,Private sector,Galaxy S4,Isbank,10+,6,Yes,Once in a week,Once in a week,Several times in a month,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Once in a week,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Several times in a month,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking
16,Man,20-24,Single,computer engineer,Private sector,LG,Ziraat,0-5,3,Yes,Once or several times a year,Several times in a week,Several times in a month,Once in a month,Never,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Several times in a week,Never,Several times in a month,Once or several times a year,Never,Once or several times a year,Once in a month,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
17,Man,20-24,Single,computer engineer,Private sector,LG,Akbank,0-5,3,No,Once in a week,Once in a week,Never,Never,Never,Never,Never,Never,Never,Several times in a week,Never,Several times in a month,Once or several times a year,Never,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,,,,,,,,,Never
18,Woman,25-30,Single,computer engineer,Private sector,LG,Garanti,4-6,6,Yes,Several times in a month,Several times in a month,Once in a month,Once in a month,Never,Once or several times a year,Once in a day,Never,Never,Several times in a month,Never,Once in a month,Once or several times a year,Several times in a day,Once in a month,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Once in a month,Never,Never,Once or several times a year
19,Woman,25-30,Single,computer engineer,Private sector,LG,Akbank,0-5,3,No,Once or several times a year,Several times in a month,Once in a month,Once in a month,Never,Once or several times a year,Once in a month,Never,Never,Several times in a month,Never,Several times in a month,Once in a month,Never,Once in a month,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
20,Woman,25-30,Single,computer engineer,Private sector,LG,Finansbank,0-5,3,No,Once or several times a year,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
21,Woman,20-24,Single,Engineer,Private sector,Iphone,Akbank,0-5,3,No,Once or several times a year,Several times in a week,Several times in a week,Several times in a week,Never,Never,Never,Never,Never,Several times in a week,Never,Several times in a week,Once or several times a year,Several times in a day,Once or several times a year,Once in a month,Once in a month,Never,Never,Never,Never,Never,Once in a month,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a month,Several times in a week,Never,Once or several times a year
22,Woman,20-24,Single,Engineer,Private sector,Iphone,Finansbank,0-5,3,Yes,Never,Several times in a week,Never,Never,Never,Never,Never,Never,Never,Several times in a week,Several times in a week,,Once or several times a year,Several times in a day,Never,Several times in a day,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a week,Several times in a week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a week,Once or several times a year,Never,Never,Once or several times a year,Several times in a month,Never,Never
23,Woman,20-24,Single,Engineer,Private sector,Iphone,ING,0-5,3,No,Never,Several times in a month,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a week,Never,Never
24,Woman,20-24,Single,Engineer,Private sector,Iphone,Isbank,4-6,6,Yes,Once or several times a year,Once in a day,Several times in a week,Several times in a week,Never,Never,Never,Never,Never,Several times in a week,Never,Several times in a week,Once or several times a year,Several times in a day,Once or several times a year,Once in a month,Once in a month,Never,Never,Once or several times a year,Once or several times a year,Never,Once in a month,Several times in a month,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Once in a month,Several times in a month,Several times in a week,Never,Once or several times a year
25,Man,25-30,Married,computer engineer,Private sector,Iphone 6,Akbank,,7,Yes,Once or several times a year,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
26,Man,20-24,Single,computer engineer,Private sector,LG V10,Akbank,0-5,3,Yes,Once in a month,Several times in a week,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Several times in a day,Never,Several times in a month,Once in a month,Several times in a month,I Prefer Internet Banking,Once in a month,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Once or several times a year,Never,Never,Once in a month,Never,Several times in a month,Never,Once or several times a year
27,Woman,31-35,Married,"credit expert",Private sector,Iphone 5,Yapi Kredi,5-10,7,Yes,Several times in a month,Several times in a month,Several times in a month,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Once in a month,Several times in a month,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
28,Man,25-30,Married,computer engineer,Private sector,Iphone  6,Garanti,5-10,7,Yes,Once in a week,Several times in a week,Several times in a month,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Several times in a month,I Prefer Internet Banking,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
29,Man,31-35,Married,Engineer,Private sector,Samsung,Garanti,5-10,6,Yes,Once in a month,Once in a month,Once in a month,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,Once or several times a year,Never,Never,Several times in a month,I Prefer Internet Banking,Once in a month,I Prefer Internet Banking,Several times in a day,Several times in a day,,,,Several times in a day,I Prefer Internet Banking,I Prefer Internet Banking,Several times in a day,Once or several times a year,Once or several times a year,Once or several times a year,I Prefer Internet Banking,,,-,-,-,-,Never,-,-,-,-,I Prefer Internet Banking,-,I Prefer Internet Banking,,I Prefer Internet Banking,-,-,-,I Prefer Internet Banking,Never,I Prefer Internet Banking
30,Man,31-35,Married,Engineer,Private sector,Samsung,Akbank,5-10,6,Yes,Once in a month,Once in a month,Once in a month,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,Once or several times a year,Never,Never,Several times in a month,I Prefer Internet Banking,Once in a month,I Prefer Internet Banking,Several times in a day,Several times in a day,,,,Several times in a day,I Prefer Internet Banking,I Prefer Internet Banking,Several times in a day,Once or several times a year,Once or several times a year,Once or several times a year,I Prefer Internet Banking,,,-,-,-,-,Never,-,-,-,-,I Prefer Internet Banking,-,I Prefer Internet Banking,,I Prefer Internet Banking,-,-,-,I Prefer Internet Banking,Never,I Prefer Internet Banking
31,Woman,25-30,Single,computer engineer,Private sector,Iphone ,Akbank,5-10,3,Yes,Once in a week,Once in a week,Once in a month,Once in a month,Never,Never,Never,Never,Never,Once in a month,Never,Once in a month,Once in a month,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Once in a month,Never,Never
32,Woman,25-30,Single,,Private sector,SONY XPER?A 75,Garanti,Never,3,No,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
33,Woman,25-30,Single,,Private sector,SONY XPER?A 75,Akbank,0-5,3,Yes,Never,Several times in a week,Once in a month,Once in a month,Once or several times a year,Once or several times a year,Once in a month,Never,Never,Several times in a month,Never,Once or several times a year,Once or several times a year,,Several times in a month,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
34,Man,20-24,Single,Software Engineer,Private sector,SONY Z2,Akbank,Never,3,No,Never,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Several times in a week,Never,Never,Several times in a month,Once in a day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
35,Man,25-30,Single,computer engineer,Private sector,Iphone 6,Garanti,0-5,3,Yes,Several times in a month,Several times in a week,Several times in a month,Once in a month,Never,Never,Never,Never,Once or several times a year,Once in a month,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Once in a month,Once or several times a year,Never,Never,Never,Once or several times a year,Never,Once or several times a year
36,Man,25-30,Single,computer engineer,Private sector,Iphone 6,Akbank,0-5,3,No,Several times in a month,Several times in a week,Several times in a month,Once in a month,Never,Never,Never,Never,Never,Once in a month,Once in a month,Once in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Several times in a month,Once or several times a year,Never,Never,Once in a month,Once or several times a year,Never,Once or several times a year
37,Man,50+,Married,Retired,Private sector,Nokia,Ziraat,Never,0,Yes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
38,Man,36-40,Married,Not working ,Not working ,Android,YOK,Never,0,NO,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
39,Man,45-50,Single,public servant,Private sector,,Isbank,5-10,3,Yes,Several times in a month,Several times in a week,Once in a month,Several times in a month,Never,Never,Never,Never,Never,Several times in a month,Never,Once in a month,Never,Several times in a month,Several times in a month,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Once or several times a year
40,Man,50+,Married,public servant,Not working ,,Isbank,5-10,3,No,Once in a month,Once in a month,Never,Never,Never,,,,,Never,,,,Several times in a month,Once in a month,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
41,Woman,45-50,, public servant,,,Garanti,5-10,3,Yes,Several times in a week,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
42,Woman,,Married, public servant,Public institution ,,Garanti,0-5,3,No,Several times in a week,Never,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
43,Man,25-30,Married, public servant,Public institution ,Samsung,Ziraat,0-5,3,Yes,Several times in a week,Once in a day,Several times in a week,Once in a month,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Never,Once in a week,Never,Never,Never,Several times in a month,Once in a month,Once in a month,Never,Never,,Never,Never,Never,Never,Never,Once in a month,Once in a month,Once in a month,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once in a week,Several times in a week,Never,Never
44,Man,50+,Married,,Public institution ,,Garanti,5-10,3,Yes,Once in a month,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Once or several times a year,Never,Never,Never,Once or several times a year,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
45,Man,50+,Married,,Public institution ,,Ziraat,5-10,3,Yes,Once in a month,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never,Never,Once or several times a year,Never,Never,Never,Once or several times a year,Never,Never,I Prefer Internet Banking,Never,I Prefer Internet Banking,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
46,Man,45-50,Married,,Public institution ,,Ziraat,0-5,,Yes,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a day,Never,Never,Never,Never,Once or several times a year,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
47,Woman,41-45,Single,,Public institution ,Samsung,Ziraat,Never,0,No,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
48,Woman,31-35,Single, public servant,Public institution ,Iphone,Ziraat,5-10,3,Yes,Several times in a week,Once in a week,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,-,-,-,-,I Prefer Internet Banking,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I Prefer Internet Banking,Never,Never,Never,Never,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,I Prefer Internet Banking,Never
49,,50+,Married,,Public institution ,Smartphone,Garanti,Never,0,NO,Never,Never,Never,Several times in a month,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a day,Never,Once in a month,Once in a month,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,-,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Never
50,,50+,Married,,Public institution ,Smartphone,Vakifbank,Never,0,NO,Never,Never,Never,Several times in a month,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Several times in a day,Never,Once in a month,Once in a month,Never,Never,Never,Never,Never,Once in a month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Once or several times a year,Never,-,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year,Never,Never,Never
51,Man,25-30,Married, public servant,,Iphone,Yapi Kredi,,6,No,Several times in a day,Several times in a day,Several times in a month,Several times in a month,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Once or several times a year,Several times in a week,Several times in a week,Several times in a day,Once in a week,Several times in a month,Several times in a month,Several times in a month,Several times in a month,Never,Never,Never,Never,Never,Never,Once in a month,Once in a month,Once in a month,Never,-,Once or several times a year,Several times in a month,Once or several times a year,Once or several times a year,Once or several times a year,I Prefer Internet Banking,Once or several times a year,I Prefer Internet Banking,Once or several times a year,I Prefer Internet Banking,I Prefer Internet Banking,Never,Several times in a day,Once in a day,Never,I Prefer Internet Banking,Several times in a week,Never,Never,I Prefer Internet Banking
52,Man,45-50,Married, public servant,Public institution ,Samsung,Ziraat,0-5,3,NO,Once or several times a year,Once or several times a year,Once or several times a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once or several times a year
